YouTube,status,name,track,day,organization,photo,linkedin,linkedin2,twitter,twitter2,title,abstract,description,bio
,confirmed,Divine Odazie,1,1,Severalnines,Divine Odazie.png,https://www.linkedin.com/in/divine-odazie/,,@_odazie,,"Building an Open-Source, DIY Private DBaaS with Dapr","Tired of DBaaS lock-in? Divine explores Sovereign DBaaS, a model putting you back in control. Learn how to build your own private DBaaS with Dapr, overcoming compliance and licensing headaches. Gain insights from real-world feedback and design considerations.","DBaaS has existed for over a decade. Since Amazon launched its Relational Database Service (RDS) in 2009, it has become one of its most popular services, and the other cloud providers followed suit. Managed DBaaS services are popular because databases are complex at scale, requiring specialized knowledge, and there is a shortage of experienced DBAs.

Though RDS and the like make managing databases easier, they create new problems ranging from data compliance issues and license instability to vendor lock-in. Hence, sovereignty is needed, not just for the data, but for its stack – infrastructure and tooling.

Divine will start this talk by elaborating on the critical problems with traditional DBaaS today, introducing the concept of Sovereign DBaaS and its benefits.

After that, Divine will discuss the actual building of a private DBaaS using Dapr, from the fundamental points you need to consider to system design considerations and what a provisional architecture will look like when developed.

Finally, Divine will wrap up by sharing feedback on building a private DBaaS from the CNCF DBaaS community and talking to database decision makers in organizations.","Divine Odazie is a Technology Evangelist at Severalnines with over 5+ years of experience in Technology and a track record in Backend Engineering, DevOps, Cloud Native and Developer Relations on a global scale. He has given talks/workshops at developer conferences like Open Source Summit Europe, KubeCon North America, Cloud Native Rejekts, and Ansible Contributor Summit."
,confirmed,Elad Leev,1,1,Dojo,Elad Leev.png,https://www.linkedin.com/in/elad-leev/,,@Eladleev,,The operator pattern is here to stay: Building a foundational cloud-native Streaming Platform,"This session delivers critical insights into leveraging Kubernetes Operators in the data space. I'll cover the Kubernetes operator pattern, KubeBuilder, data governance, how we built our connector ecosystem, and many more.","Building a data streaming platform that can scale with your organization while maintaining developer productivity is challenging. In this talk, I'll unpack the architectural decisions and engineering challenges of building a cloud-native streaming platform from scratch using Kubernetes Operators. Through this journey - from initial design to production scale, we'll explore transforming the operator pattern into a foundational piece of our data infrastructure, powering thousands of streaming workflows daily. Beyond the technical implementation, I'll share insights about building developer experiences that scale. We will cover the architectural patterns used and the extensible connector ecosystem that enabled our platform to handle millions of daily events without changing its core design.","Elad Leev is a Staff Engineer and open-source enthusiast with over 10 years of experience managing complex production systems. He has expertise in distributed systems, databases, and data streaming technologies. Elad is using Kafka in production since 2016, and he is a strong advocate for data streaming solutions, particularly with technologies like Kafka, Flink, Debezium and Kafka Connect."
,confirmed,Iggy Gullstrand,1,1,Triform,Iggy Gullstrand.png,https://www.linkedin.com/in/iggygullstrand/,,,,"Designing, Building and Launching a Hyper Scaling DevOps Platform","What does it take to design and launch a DevOps platform capable of running alien code—written by both users and AI—fast, securely, and at scale? This talk dives deep into the journey of creating Triform, a platform redefining DevOps for a new era of AI-driven development.

You’ll learn how we:

- Tackled the challenges of hyper-scalability while maintaining security.
- Combined WASM, containerless execution, and hybrid isolation methods to support diverse workloads.
- Built a system that empowers developers to orchestrate modular workflows and iterate in real time.

Through real-world insights, I’ll share how we transitioned from concept to launch—crafting a platform designed to support complex, dynamic workflows written by humans and AI alike.

Whether you're an engineer building scalable systems, a founder dreaming of your next big idea, or just someone intrigued by cutting-edge technology, this session will provide inspiration, practical takeaways, and a fresh perspective on what DevOps can be in the age of AI.

Join me for a story about innovation, challenges, and how Triform was built to empower the next generation of developers.",,"Iggy Gullstrand is the CEO and co-founder of Triform, a pioneering platform for building, deploying, and orchestrating large-scale AI agents tailored to meet today’s dynamic production demands. Iggy and Josef Nilsen are currently out on a road trip through Europe with a tiny campervan visiting events and building the platform while meeting up with developers from all over the world."
,confirmed,Igor Baliuk,1,1,Avito,Igor Baliuk.png,https://www.linkedin.com/in/baliukigor/,,,,Lessons Learned from Changing 3 Service Meshes in 7 Years,"I'm a member of a platform team that managed to change 3 service mesh solutions during the past 7 years. We did it seamlessly for other 1,500 engineers that work at Avito; our solution manages over 3,000 microservices and > 3 mln RPS.   I will share difficulties and lifehacks how we achieved that.","Over the past seven years, our team at Avito has operated two self-implemented service meshes before completing a two-year migration to Istio. Today, our service mesh supports over 3,000 services across dozens of Kubernetes clusters, processing millions of requests per second.  This solution is maintained by a single team, while more than 1,500 developers seamlessly work without needing to understand the internals of the service mesh or write Kubernetes manifests.  This talk will delve into:  - Our two-year journey migrating from one service mesh to another. - Challenges in organizing ingress communication rules. - Accelerating the adoption of Mutual TLS (mTLS) and service authorization. - Testing changes within a service mesh. - Should developers be aware of the service mesh? How we’ve made it transparent to them. - The new possibilities and advantages unlocked by adopting a service mesh. - What can you expect from a service mesh at scale, and how can you choose the right one?","Igor works at Avito, the largest classified advertisement website (MAU over 50 million).

A Platform Engineer who is strongly interested in Kubernetes, observability tools, service meshes, and other modern cloud-native approaches.

Before working as a software engineer, Igor studied distributed systems and participated in ACM competitions."
,confirmed,James Eastham,1,1,Datadog,James Eastham.png,https://www.linkedin.com/in/james-eastham/,,@plantpowerjames,,So You Want to Maintain a Reliable Event Driven System,,"Building an event-driven system is the easy part. You build producers that produce messages and consumers that consume messages, and you leverage managed services as the message channels between your systems. But what does this mean for your operations? The things that keep your systems online, your users delighted, and your pager quiet at 3 am.

In this session, you'll gain practical knowledge you can apply when building and operating event-driven systems. You'll learn how to test systems that prioritize asynchronous communication, evolve them over time, and, most importantly, observe them and recover from failures when things go wrong. This session will walk through the software development lifecycle for an actual application, and it includes the theory behind the different practices and practical things you can take away and implement in your architectures.","James Eastham is a Serverless Developer Advocate at Datadog. He has over 10 years experience in software, at all layers of the application stack.

He has worked in front-line support, database administration, backend development and with everything from startups to some of the biggest companies in the world architecting systems using AWS technologies.

James produces content on YouTube, focused around building applications with serverless technologies using .NET, Java & Rust."
,confirmed,Jan Marchel,1,1,7bulls.com,Jan Marchel.png,https://www.linkedin.com/in/jan-marchel-b0a8b01a0/,,,,NebulOuS Meta Operating System for cloud continuum ops based on Kubernetes,"In this talk, I present a novel, meta-operating system approach to the cloud continuum - showcasing the NebulOuS project vision and the first results that enable cloud continuum ops.

NebulOuS accomplishes substantial research contributions in the realms of cloud continuum brokerage by introducing methods and tools for enabling secure and optimal application provisioning and reconfiguration over the cloud continuum.

NebulOuS project develops a platform that seamlessly exploits edge nodes in conjunction with multi-cloud resources, to cope with the requirements posed by low latency applications. We call this kind of platform a Meta Operating System (MOS) as it works as the layer above traditional operating systems.

The NebulOuS software is published on GitHub at https://github.com/eu-nebulous under an open-source licence: Mozilla Public Licence 2.0. It extensively uses other open-source software published under permissive licences such as Apache License 2.0. Most notably, the core of deployment relies on Kubernetes, KubeVela and Knative. The solution includes the following directions of work: - Modelling methods and tools for describing the cloud continuum, application requirements, and data streams; for assuring the QoS of the provisioned services. - Efficient comparison of available offerings, using appropriate multi-criteria decision-making methods. - Addressing the security aspects emerging in the cloud continuum. - Conducting and monitoring smart contracts-based service level agreements.",,"Jan is a dedicated Java Developer and Cloud Engineer, currently advancing in his computer science degree. With over three years of involvement in the HORIZON 2020 programs, he has gained substantial experience in developing Java applications and managing cloud infrastructures. Janek's practical knowledge and hands-on approach to cloud technologies and software development make him a valuable asset. His work primarily focuses on implementing scalable cloud-native solutions and ensuring robust system performance. Janek is known for his ability to navigate complex technical challenges, a skill he continuously refines through his academic and project-based experiences."
,confirmed,Jonathan Perry,1,1,PerfPod,Jonathan Perry.png,https://www.linkedin.com/in/yonch/,,,,Taming Noisy Neighbors: Accelerating Response Times With Memory Performance Isolation,"We think of containers as providing isolation for our applications, however a major source of performance interference remains unaddressed, significantly degrading performance. Contention for CPU caches and memory bandwidth has been shown to increase tail response times by 4-13x and reduce compute efficiency by over 25% – even with per-application CPU and memory limits in place. With current telemetry, affected applications simply show high CPU utilization, leading operators to ""throw more hardware at the problem"", which is expensive and ineffective at mitigating the high response times.

In this talk, we'll cover three key areas: 1. Characterize real-world triggers like garbage collection and container image decompression 2. How modern CPU features allow detecting interference and identifying noisy neighbors. 3. Practical approaches to mitigate these effects, including findings from Google and Alibaba's production environments

Finally, we'll provide a status report on our open source effort to measure memory interference and discuss future directions.",,"Jonathan Perry is Texas-based a maintainer of the OpenTelemetry eBPF-based network collector. He researched performance isolation in datacenter and cloud networks at MIT, then founded Flowmill, which developed an eBPF-based Network Performance Monitoring collector, now part of OpenTelemetry (the company was acquired by Splunk)."
,confirmed,Joshua Fox,1,1,DoiT International,Joshua Fox.png,https://www.linkedin.com/in/joshuafox/,,@foxjoshua,,Taking Machine Learning to production: Cloud MLOps for speed and efficiency,Taking Machine Learning to production: Cloud MLOps for speed and efficiency,"I work with startups that innovate their algorithms, but hit a scaling wall as they succeed. I'll show how cloud platforms like Google, AWS, and Azure provide a full spectrum of MLOps services, and services, and how to decide when to leverage each.","Joshua Fox advises tech startups and growth companies about the cloud: Google Cloud, AWS, and Azure. He also writes open source, publishes technical articles, and speaks to cloud engineers as a Google Developer Expert. Before that, he was a software architect in innovative technology companies in Israel for 20 years. He has a PhD from Harvard University and a BA in math from Brandeis."
,confirmed,Laura Thomson & Vladislav Nedosekin,1,1,AWS,Laura Thomson & Vladislav Nedosekin.png,https://www.linkedin.com/in/laurawingert/,https://www.linkedin.com/in/vladislavnedosekin/,,,Bolstering Your Workload's Resilience via Chaos Engineering: AWS Insights from 2024,Fancy a peek into the crystal ball for 2025's resilience planning? Join us as we unpack the valuable lessons gleaned from Amazon's best practices and customers' experiences in 2024. We'll explore the Chaos Engineering mechanisms AWS has developed to fortify your workload's resilience. Ready to turbocharge your AWS journey? This session is your ticket to staying ahead of the curve. Don't miss this opportunity to future-proof your operations – what will you discover?,,"Laura Thomson is a Principal Product Manager with AWS Reliability Services and has been with AWS for 7+ years. She has worked on a variety of EC2 components, including launch templates, AMIs, and the EC2 console (i.e., front end), and recently led an early stage initiative for sustainability data exchange across supply chains. Currently her focus is on Fault Injection Service and supporting customers testing and improving their applications resilience. Laura obtained a B.S. in Mechanical Engineering from the University of Southern California and MBA from Carnegie Mellon University.

Vladislav Nedosekin is a Principal Solutions Architect at Amazon Web Services with over 20 years of experience pioneering resilience engineering and chaos testing practices in regulated industries. Based in London, he specializes in helping financial services organizations build resilient cloud-native platforms using cutting-edge technologies. He is passionate about resilience and chaos engineering, with current focus areas include implementing chaos engineering practices in serverless architectures and leveraging generative AI to enhance system resilience. Vladislav is based out of London."
,confirmed,Marius Kimmina,1,1,adjoe,Marius Kimmina.png,https://www.linkedin.com/in/marius-kimmina/,,,,From Spot Ocean to Karpenter - Zero Downtime Migration,"From Spot Ocean to Karpenter: adjoe's zero-downtime migration story. Learn how we switched autoscalers in production, the challenges we faced along the way, and why we built a custom controller to fix broken nodes.","Is it possible to seamlessly hand over your Kubernetes cluster from one node-autoscaler to another without causing downtime — and, more importantly, should you? In this talk, we’ll dive into how adjoe accomplished this transition, tackling challenges such as scaling test environments outside working hours, navigating the release of Karpenter V1 mid-migration, and even creating a custom controller to manage broken nodes. Join to learn about the obstacles we faced and the valuable benefits we gained along the way.","Marius, a dedicated DevOps Engineer at Hamburg’s fast-growing adtech company, adjoe. Since joining over three years ago, Marius has been on a mission to enhance the reliability and scalability of our backend — an event-driven microservice architecture written in Go and powered by Kubernetes. His passion for coding and Kubernetes doesn’t stop here. Marius also actively contributes to open-source projects, including CoreDNS and Karpenter, constantly pushing his skills and knowledge forward. When he’s not scaling systems or optimizing code, you’ll find him hosting board game nights, tackling bouldering walls, or setting off on adventures across Asia."
,confirmed,Mark Faiers,1,1,RiverSafe,Mark Faiers.png,https://www.linkedin.com/in/mark-faiers-52804b10b/,,,,The DevOps Organisation,"DevOps has many benefits for software eng, but is rarely talked about outside of that context. In this talk we’ll explore why DevOps is not a purely technical endeavour, what it means to apply DevOps across the whole organisation, and how you can use these ideas to deliver change where you work.","DevOps is one of those terms whose meaning varies greatly depending on the background, job role, and lived experience of those being asked, but most people would agree that it is something that applies to the development and operation of software. But at some point, DevOps outgrew this simple coming together, and so we combined other functions to get terms like ‘DevSecOps’, ‘DataOps’, ‘MLOps’ and so on. All these terms are, however, too simplistic to capture the actual essence of DevOps and the ways of working that have developed around it. However, there is no reason that these principles should only be applied to the development and operation of digital products and services. They can actually be applied across organisations as a whole to create ‘The DevOps Organisation’. This talk explores how DevOps principles can be taken and applied outside of the context of software development to provide better outcomes, both internally, and externally, for an organisation.","Mark has over 15 years experience in software engineering, working across the SDLC starting out as a software engineer and later transitioning into DevOps and Cloud focused roles. He has been leading Communities of Practice for around 5 years and has worked with numerous technology stacks and across a wide range of industries, including Healthcare, FinTech, and Logistics. He has worked as an AWS consultant to some of the biggest Financial and Insurance firms in the U.K. and is now the DevOps Practice Lead at RiverSafe. In this role he is responsible for leading and building a highly skilled team of DevOps experts, delivering expert services and exceptional outcomes for customers. Mark is especially passionate about serverless technology and sustainability."
,confirmed,Martin McLarnon,1,1,Coralogix,Martin McLarnon.png,https://www.linkedin.com/in/martin-mclarnon-280aba7/,,,,Evolving Shift Left: Integrating Observability into Modern Software Development,"The concept of “Shift Left” has long guided developers to address issues early in the software development lifecycle (SDLC), catching bugs before they reach production. But as modern software ecosystems become more complex—with microservices, serverless architectures, and global deployments—testing alone no longer suffices. It’s time to rethink Shift Left as more than just pre-release testing—it must evolve. Traditional testing strategies like Test-Driven Development (TDD) and Behavior-Driven Development (BDD) have been invaluable, ensuring code correctness and expected behavior. However, they miss critical aspects of real-world performance, scalability, and user experience. A passing test suite can’t guarantee an application won’t crash under peak loads or degrade due to subtle performance bottlenecks. Enter observability: the missing piece in the Shift Left equation. By integrating observability practices early in the SDLC, teams gain deep, actionable insights into how applications behave in production-like environments. Metrics, traces, and logs reveal performance slowdowns, scalability constraints, and user experience hiccups long before end users are affected.",,"Martin McLarnon is an engineer with almost 30 years experience working in many different roles within IT. He has worked as a Network Manager, Software engineer, Cloud Architect, Engineering lead and worked as an engineering consultant before joining Coralogix."
